PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"19844991","Gonadotropin-inhibitory hormone identification, cDNA cloning, and distribution in rhesus macaque brain","Ubuka T, Lai H, Kitani M, Suzuuchi A, Pham V, Cadigan PA, Wang A, Chowdhury VS, Tsutsui K, Bentley GE.","J Comp Neurol. 2009 Dec 20;517(6):841-55. doi: 10.1002/cne.22191.","Ubuka T","J Comp Neurol","2009","2009/10/22","","","10.1002/cne.22191"
"10703045","Hierarchical organization of macaque and cat cortical sensory systems explored with a novel network processor","Hilgetag CC, O'Neill MA, Young MP.","Philos Trans R Soc Lond B Biol Sci. 2000 Jan 29;355(1393):71-89. doi: 10.1098/rstb.2000.0550.","Hilgetag CC","Philos Trans R Soc Lond B Biol Sci","2000","2000/03/07","PMC1692720","","10.1098/rstb.2000.0550"
"23942367","Measuring α4β2* nicotinic acetylcholine receptor density in vivo with [(18)F]nifene PET in the nonhuman primate","Hillmer AT, Wooten DW, Slesarev MS, Ahlers EO, Barnhart TE, Schneider ML, Mukherjee J, Christian BT.","J Cereb Blood Flow Metab. 2013 Nov;33(11):1806-14. doi: 10.1038/jcbfm.2013.136. Epub 2013 Aug 14.","Hillmer AT","J Cereb Blood Flow Metab","2013","2013/08/15","PMC3824181","","10.1038/jcbfm.2013.136"
"17392732","The PET radioligand [11C]MePPEP binds reversibly and with high specific signal to cannabinoid CB1 receptors in nonhuman primate brain","Yasuno F, Brown AK, Zoghbi SS, Krushinski JH, Chernet E, Tauscher J, Schaus JM, Phebus LA, Chesterfield AK, Felder CC, Gladding RL, Hong J, Halldin C, Pike VW, Innis RB.","Neuropsychopharmacology. 2008 Jan;33(2):259-69. doi: 10.1038/sj.npp.1301402. Epub 2007 Mar 28.","Yasuno F","Neuropsychopharmacology","2008","2007/03/30","","","10.1038/sj.npp.1301402"
"26510688","Slow AAV2 clearance from the brain of nonhuman primates and anti-capsid immune response","Samaranch L, Hadaczek P, Kells AP, Bringas JR, Stockinger D, San Sebastian W, Macayan M, Samineni S, Pivirotto P, Forsayeth J, Bankiewicz KS.","Gene Ther. 2016 Apr;23(4):393-8. doi: 10.1038/gt.2015.87. Epub 2015 Aug 23.","Samaranch L","Gene Ther","2016","2015/10/30","","","10.1038/gt.2015.87"
"29608920","The metabotropic glutamate receptor 5 radioligand [(11)C]AZD9272 identifies unique binding sites in primate brain","Varnäs K, Juréus A, Finnema SJ, Johnström P, Raboisson P, Amini N, Takano A, Stepanov V, Halldin C, Farde L.","Neuropharmacology. 2018 Jun;135:455-463. doi: 10.1016/j.neuropharm.2018.03.039. Epub 2018 Mar 30.","Varnäs K","Neuropharmacology","2018","2018/04/03","","","10.1016/j.neuropharm.2018.03.039"
"18824196","PET measurement of changes in D2/D3 dopamine receptor binding in a nonhuman primate during chronic deep brain stimulation of the bed nucleus of the stria terminalis","Vandehey NT, Garell PC, Hampel JA, Murali D, Smith EM, Davidson R, Converse AK, Nickles RJ, Christian BT.","J Neurosci Methods. 2009 Jan 30;176(2):129-35. doi: 10.1016/j.jneumeth.2008.08.033. Epub 2008 Sep 9.","Vandehey NT","J Neurosci Methods","2009","2008/10/01","PMC2638170","NIHMS88924","10.1016/j.jneumeth.2008.08.033"
"19446630","Regional and laminar distribution of the vesicular glutamate transporter, VGluT2, in the macaque monkey auditory cortex","Hackett TA, de la Mothe LA.","J Chem Neuroanat. 2009 Oct;38(2):106-16. doi: 10.1016/j.jchemneu.2009.05.002. Epub 2009 May 14.","Hackett TA","J Chem Neuroanat","2009","2009/05/19","PMC2774764","NIHMS127732","10.1016/j.jchemneu.2009.05.002"
"23783890","Firing-rate models capture essential response dynamics of LGN relay cells","Heiberg T, Kriener B, Tetzlaff T, Casti A, Einevoll GT, Plesser HE.","J Comput Neurosci. 2013 Dec;35(3):359-75. doi: 10.1007/s10827-013-0456-6. Epub 2013 Jun 20.","Heiberg T","J Comput Neurosci","2013","2013/06/21","","","10.1007/s10827-013-0456-6"
"21338888","Dual mechanism of neuronal ensemble inhibition in primary auditory cortex","O'Connell MN, Falchier A, McGinnis T, Schroeder CE, Lakatos P.","Neuron. 2011 Feb 24;69(4):805-17. doi: 10.1016/j.neuron.2011.01.012.","O'Connell MN","Neuron","2011","2011/02/23","PMC3052772","NIHMS270280","10.1016/j.neuron.2011.01.012"
"11746722","Effects of aging on 5-HT(1A) receptors and their functional response to 5-HT(1a) agonist in the living brain: PET study with [carbonyl-(11)C]WAY-100635 in conscious monkeys","Tsukada H, Kakiuchi T, Nishiyama S, Ohba H, Harada N.","Synapse. 2001 Dec 15;42(4):242-51. doi: 10.1002/syn.10011.","Tsukada H","Synapse","2001","2001/12/18","","","10.1002/syn.10011"
"110614","The responses of magno- and parvocellular cells of the monkey's lateral geniculate body to moving stimuli","Lee BB, Creutzfeldt OD, Elepfandt A.","Exp Brain Res. 1979 May 2;35(3):547-57. doi: 10.1007/BF00236771.","Lee BB","Exp Brain Res","1979","1979/05/02","","","10.1007/BF00236771"
"15680944","Measurement of d-amphetamine-induced effects on the binding of dopamine D-2/D-3 receptor radioligand, 18F-fallypride in extrastriatal brain regions in non-human primates using PET","Mukherjee J, Christian BT, Narayanan TK, Shi B, Collins D.","Brain Res. 2005 Jan 25;1032(1-2):77-84. doi: 10.1016/j.brainres.2004.11.005.","Mukherjee J","Brain Res","2005","2005/02/01","","","10.1016/j.brainres.2004.11.005"
"28835526","Parkinsonism and vigilance: alteration in neural oscillatory activity and phase-amplitude coupling in the basal ganglia and motor cortex","Escobar Sanabria D, Johnson LA, Nebeck SD, Zhang J, Johnson MD, Baker KB, Molnar GF, Vitek JL.","J Neurophysiol. 2017 Nov 1;118(5):2654-2669. doi: 10.1152/jn.00388.2017. Epub 2017 Aug 23.","Escobar Sanabria D","J Neurophysiol","2017","2017/08/25","PMC5672540","","10.1152/jn.00388.2017"
"3033170","Numbers and proportions of GABA-immunoreactive neurons in different areas of monkey cerebral cortex","Hendry SH, Schwark HD, Jones EG, Yan J.","J Neurosci. 1987 May;7(5):1503-19. doi: 10.1523/JNEUROSCI.07-05-01503.1987.","Hendry SH","J Neurosci","1987","1987/05/01","PMC6568832","","10.1523/JNEUROSCI.07-05-01503.1987"
"8965196","Cocaine congeners as PET imaging probes for dopamine terminals","Brownell AL, Elmaleh DR, Meltzer PC, Shoup TM, Brownell GL, Fischman AJ, Madras BK.","J Nucl Med. 1996 Jul;37(7):1186-92.","Brownell AL","J Nucl Med","1996","1996/07/01","","",""
"8122267","Speciation of mercury in the primate blood and brain following long-term exposure to methyl mercury","Vahter M, Mottet NK, Friberg L, Lind B, Shen DD, Burbacher T.","Toxicol Appl Pharmacol. 1994 Feb;124(2):221-9. doi: 10.1006/taap.1994.1026.","Vahter M","Toxicol Appl Pharmacol","1994","1994/02/01","","","10.1006/taap.1994.1026"
"20687108","The synthesis and preclinical evaluation in rhesus monkey of [¹⁸F]MK-6577 and [¹¹C]CMPyPB glycine transporter 1 positron emission tomography radiotracers","Hamill TG, Eng W, Jennings A, Lewis R, Thomas S, Wood S, Street L, Wisnoski D, Wolkenberg S, Lindsley C, Sanabria-Bohórquez SM, Patel S, Riffel K, Ryan C, Cook J, Sur C, Burns HD, Hargreaves R.","Synapse. 2011 Apr;65(4):261-70. doi: 10.1002/syn.20842.","Hamill TG","Synapse","2011","2010/08/06","","","10.1002/syn.20842"
"31012530","The Accuracy and Feasibility of Robotic Assisted Lead Implantation in Nonhuman Primates","Zhu GY, Chen YC, Du TT, Liu DF, Zhang X, Liu YY, Yuan TS, Shi L, Zhang JG.","Neuromodulation. 2019 Jun;22(4):441-450. doi: 10.1111/ner.12951. Epub 2019 Apr 23.","Zhu GY","Neuromodulation","2019","2019/04/24","","","10.1111/ner.12951"
"17722030","Developmental changes in cellular prion protein in primate visual cortex","Laffont-Proust I, Fonta C, Renaud L, Hässig R, Moya KL.","J Comp Neurol. 2007 Oct 20;504(6):646-58. doi: 10.1002/cne.21475.","Laffont-Proust I","J Comp Neurol","2007","2007/08/28","","","10.1002/cne.21475"
"11948752","Brainstem motor loops in the control of movement","Nandi D, Aziz TZ, Liu X, Stein JF.","Mov Disord. 2002;17 Suppl 3:S22-7. doi: 10.1002/mds.10139.","Nandi D","Mov Disord","2002","2002/04/12","","","10.1002/mds.10139"
"17425575","Impact of chronic subthalamic high-frequency stimulation on metabolic basal ganglia activity: a 2-deoxyglucose uptake and cytochrome oxidase mRNA study in a macaque model of Parkinson's disease","Meissner W, Guigoni C, Cirilli L, Garret M, Bioulac BH, Gross CE, Bezard E, Benazzouz A.","Eur J Neurosci. 2007 Mar;25(5):1492-500. doi: 10.1111/j.1460-9568.2007.05406.x.","Meissner W","Eur J Neurosci","2007","2007/04/12","","","10.1111/j.1460-9568.2007.05406.x"
"24285235","(-)-[(18) F]Flubatine: evaluation in rhesus monkeys and a report of the first fully automated radiosynthesis validated for clinical use","Hockley BG, Stewart MN, Sherman P, Quesada C, Kilbourn MR, Albin RL, Scott PJ.","J Labelled Comp Radiopharm. 2013 Oct;56(12):595-9. doi: 10.1002/jlcr.3069. Epub 2013 Jul 16.","Hockley BG","J Labelled Comp Radiopharm","2013","2013/11/29","","","10.1002/jlcr.3069"
"113508","Composition of geniculostriate input ot superior colliculus of the rhesus monkey","Schiller PH, Malpeli JG, Schein SJ.","J Neurophysiol. 1979 Jul;42(4):1124-33. doi: 10.1152/jn.1979.42.4.1124.","Schiller PH","J Neurophysiol","1979","1979/07/01","","","10.1152/jn.1979.42.4.1124"
"16043132","Brain regions associated with the expression and contextual regulation of anxiety in primates","Kalin NH, Shelton SE, Fox AS, Oakes TR, Davidson RJ.","Biol Psychiatry. 2005 Nov 15;58(10):796-804. doi: 10.1016/j.biopsych.2005.05.021. Epub 2005 Jul 25.","Kalin NH","Biol Psychiatry","2005","2005/07/27","PMC2614874","NIHMS22865","10.1016/j.biopsych.2005.05.021"
"19130142","PET imaging studies in rhesus monkey with the cannabinoid-1 (CB1) receptor ligand [11C]CB-119","Hamill TG, Lin LS, Hagmann W, Liu P, Jewell J, Sanabria S, Eng W, Ryan C, Fong TM, Connolly B, Vanko A, Hargreaves R, Goulet MT, Burns HD.","Mol Imaging Biol. 2009 Jul-Aug;11(4):246-52. doi: 10.1007/s11307-008-0194-8. Epub 2009 Jan 7.","Hamill TG","Mol Imaging Biol","2009","2009/01/09","","","10.1007/s11307-008-0194-8"
"32930072","Immune responses of a CV-A16 live attenuated candidate strain and its protective effects in rhesus monkeys","Yang T, Xie T, Li H, Song X, Yue L, Wang X, Shen D, Ma K, Jiang Q, Long R, Yang R, He X, Zhang Y, Xie Z, Li Q.","Emerg Microbes Infect. 2020 Dec;9(1):2136-2146. doi: 10.1080/22221751.2020.1823889.","Yang T","Emerg Microbes Infect","2020","2020/09/15","PMC7580583","","10.1080/22221751.2020.1823889"
"24067867","Adeno-associated virus type 6 is retrogradely transported in the non-human primate brain","San Sebastian W, Samaranch L, Heller G, Kells AP, Bringas J, Pivirotto P, Forsayeth J, Bankiewicz KS.","Gene Ther. 2013 Dec;20(12):1178-83. doi: 10.1038/gt.2013.48. Epub 2013 Sep 26.","San Sebastian W","Gene Ther","2013","2013/09/27","PMC3855617","NIHMS520074","10.1038/gt.2013.48"
"10515972","Rhythmically firing neostriatal neurons in monkey: activity patterns during reaction-time hand movements","Lebedev MA, Nelson RJ.","J Neurophysiol. 1999 Oct;82(4):1832-42. doi: 10.1152/jn.1999.82.4.1832.","Lebedev MA","J Neurophysiol","1999","1999/10/09","","","10.1152/jn.1999.82.4.1832"
"8197578","PET study of [11C]beta-CIT binding to monoamine transporters in the monkey and human brain","Farde L, Halldin C, Müller L, Suhara T, Karlsson P, Hall H.","Synapse. 1994 Feb;16(2):93-103. doi: 10.1002/syn.890160203.","Farde L","Synapse","1994","1994/02/01","","","10.1002/syn.890160203"
"16885432","Modafinil occupies dopamine and norepinephrine transporters in vivo and modulates the transporters and trace amine activity in vitro","Madras BK, Xie Z, Lin Z, Jassen A, Panas H, Lynch L, Johnson R, Livni E, Spencer TJ, Bonab AA, Miller GM, Fischman AJ.","J Pharmacol Exp Ther. 2006 Nov;319(2):561-9. doi: 10.1124/jpet.106.106583. Epub 2006 Aug 2.","Madras BK","J Pharmacol Exp Ther","2006","2006/08/04","","","10.1124/jpet.106.106583"
"18160425","Inferring spike trains from local field potentials","Rasch MJ, Gretton A, Murayama Y, Maass W, Logothetis NK.","J Neurophysiol. 2008 Mar;99(3):1461-76. doi: 10.1152/jn.00919.2007. Epub 2007 Dec 26.","Rasch MJ","J Neurophysiol","2008","2007/12/28","","","10.1152/jn.00919.2007"
"21430646","Muscarinic receptor occupancy and cognitive impairment: a PET study with [11C](+)3-MPB and scopolamine in conscious monkeys","Yamamoto S, Nishiyama S, Kawamata M, Ohba H, Wakuda T, Takei N, Tsukada H, Domino EF.","Neuropsychopharmacology. 2011 Jun;36(7):1455-65. doi: 10.1038/npp.2011.31. Epub 2011 Mar 23.","Yamamoto S","Neuropsychopharmacology","2011","2011/03/25","PMC3096814","","10.1038/npp.2011.31"
"22851633","PET imaging of α4β2* nicotinic acetylcholine receptors: quantitative analysis of 18F-nifene kinetics in the nonhuman primate","Hillmer AT, Wooten DW, Slesarev MS, Ahlers EO, Barnhart TE, Murali D, Schneider ML, Mukherjee J, Christian BT.","J Nucl Med. 2012 Sep;53(9):1471-80. doi: 10.2967/jnumed.112.103846. Epub 2012 Jul 31.","Hillmer AT","J Nucl Med","2012","2012/08/02","PMC3580212","NIHMS438267","10.2967/jnumed.112.103846"
"21521647","Differential effects of cocaine and MDMA self-administration on cortical serotonin transporter availability in monkeys","Gould RW, Gage HD, Banks ML, Blaylock BL, Czoty PW, Nader MA.","Neuropharmacology. 2011 Jul-Aug;61(1-2):245-51. doi: 10.1016/j.neuropharm.2011.04.007. Epub 2011 Apr 17.","Gould RW","Neuropharmacology","2011","2011/04/28","PMC3105184","NIHMS293994","10.1016/j.neuropharm.2011.04.007"
"2765167","The neural structures involved in cross-modal recognition and tactile discrimination performance: an investigation using 2-DG","Hörster W, Rivers A, Schuster B, Ettlinger G, Skreczek W, Hesse W.","Behav Brain Res. 1989 Jun 1;33(2):209-27. doi: 10.1016/s0166-4328(89)80052-x.","Hörster W","Behav Brain Res","1989","1989/06/01","","","10.1016/s0166-4328(89)80052-x"
"16360648","Ephrin/Eph receptor expression in brain of adult nonhuman primates: implications for neuroadaptation","Xiao D, Miller GM, Jassen A, Westmoreland SV, Pauley D, Madras BK.","Brain Res. 2006 Jan 5;1067(1):67-77. doi: 10.1016/j.brainres.2005.10.073. Epub 2005 Dec 20.","Xiao D","Brain Res","2006","2005/12/20","","","10.1016/j.brainres.2005.10.073"
"12381455","Cerebral uptake of [ethyl-11C]vinpocetine and 1-[11C]ethanol in cynomolgous monkeys: a comparative preclinical PET study","Gulyás B, Vas A, Halldin C, Sóvágó J, Sandell J, Olsson H, Fredriksson A, Stone-Elander S, Farde L.","Nucl Med Biol. 2002 Oct;29(7):753-9. doi: 10.1016/s0969-8051(02)00319-0.","Gulyás B","Nucl Med Biol","2002","2002/10/17","","","10.1016/s0969-8051(02)00319-0"
"15100512","Imaging serotonin transporters with 123I-ADAM brain SPECT in healthy non-human primates","Huang WS, Ma KH, Cheng CY, Chen CY, Fu YK, Chou YH, Wey SP, Liu JC.","Nucl Med Commun. 2004 May;25(5):515-9. doi: 10.1097/00006231-200405000-00014.","Huang WS","Nucl Med Commun","2004","2004/04/22","","","10.1097/00006231-200405000-00014"
"10857003","Histopathologic changes in the brain, heart, and skeletal muscle of rhesus macaques, ten days after exposure to soman (an organophosphorus nerve agent)","Britt JO Jr, Martin JL, Okerberg CV, Dick EJ Jr.","Comp Med. 2000 Apr;50(2):133-9.","Britt JO Jr","Comp Med","2000","2000/06/17","","",""
"8402167","Expression of the gene for nerve growth factor (NGF) in the monkey central nervous system","Hayashi M, Yamashita A, Shimizu K, Sogawa K, Fujii Y.","Brain Res. 1993 Jul 30;618(1):142-8. doi: 10.1016/0006-8993(93)90437-r.","Hayashi M","Brain Res","1993","1993/07/30","","","10.1016/0006-8993(93)90437-r"
"6142933","Effects of iontophoretically released amino acids and amines on primate spinothalamic tract cells","Willcockson WS, Chung JM, Hori Y, Lee KH, Willis WD.","J Neurosci. 1984 Mar;4(3):732-40. doi: 10.1523/JNEUROSCI.04-03-00732.1984.","Willcockson WS","J Neurosci","1984","1984/03/01","PMC6564826","","10.1523/JNEUROSCI.04-03-00732.1984"
"30414212","Evaluation of [(18) F]2FP3 in pigs and non-human primates","Hansen HD, Constantinescu CC, Barret O, Herth MM, Magnussen JH, Lehel S, Dyssegaard A, Colomb J, Billard T, Zimmer L, Tamagnan G, Knudsen GM.","J Labelled Comp Radiopharm. 2019 Jan;62(1):34-42. doi: 10.1002/jlcr.3692. Epub 2018 Dec 6.","Hansen HD","J Labelled Comp Radiopharm","2019","2018/11/11","","","10.1002/jlcr.3692"
"19924379","Donepezil- and scopolamine-induced rCMRglu changes assessed by PET in conscious rhesus monkeys","Asai M, Fujikawa A, Noda A, Miyoshi S, Matsuoka N, Nishimura S.","Ann Nucl Med. 2009 Dec;23(10):877-82. doi: 10.1007/s12149-009-0316-7. Epub 2009 Nov 19.","Asai M","Ann Nucl Med","2009","2009/11/20","","","10.1007/s12149-009-0316-7"
"21668889","Characterization of 1-(2-[18F] fluoro-3-pyridyl)-4-(2-isopropyl-1-oxo- isoindoline-5-yl)-5-methyl-1H-1,2,3-triazole, a PET ligand for imaging the metabotropic glutamate receptor type 1 in rat and monkey brains","Fujinaga M, Maeda J, Yui J, Hatori A, Yamasaki T, Kawamura K, Kumata K, Yoshida Y, Nagai Y, Higuchi M, Suhara T, Fukumura T, Zhang MR.","J Neurochem. 2012 Apr;121(1):115-24. doi: 10.1111/j.1471-4159.2011.07348.x. Epub 2011 Jul 1.","Fujinaga M","J Neurochem","2012","2011/06/15","","","10.1111/j.1471-4159.2011.07348.x"
"11400175","Effect of endogenous dopamine on extrastriatal [¹¹C]FLB 457 binding measured by PET","Okauchi T, Suhara T, Maeda J, Kawabe K, Obayashi S, Suzuki K.","Synapse. 2001 Aug;41(2):87-95. doi: 10.1002/syn.1063.","Okauchi T","Synapse","2001","2001/06/16","","","10.1002/syn.1063"
"14697774","11C-Fallypride: radiosynthesis and preliminary evaluation of a novel dopamine D2/D3 receptor PET radiotracer in non-human primate brain","Mukherjee J, Shi B, Christian BT, Chattopadhyay S, Narayanan TK.","Bioorg Med Chem. 2004 Jan 2;12(1):95-102. doi: 10.1016/j.bmc.2003.10.020.","Mukherjee J","Bioorg Med Chem","2004","2003/12/31","","","10.1016/j.bmc.2003.10.020"
"15691664","Synthesis and characterization of EADAM: a selective radioligand for mapping the brain serotonin transporters by positron emission tomography","Jarkas N, McConathy J, Votaw JR, Voll RJ, Malveaux E, Camp VM, Williams L, Goodman RR, Kilts CD, Goodman MM.","Nucl Med Biol. 2005 Jan;32(1):75-86. doi: 10.1016/j.nucmedbio.2004.07.001.","Jarkas N","Nucl Med Biol","2005","2005/02/05","","","10.1016/j.nucmedbio.2004.07.001"
"189714","EEG of striate cortex in blind monkeys: effects of eye movements and sleep","Sakakura H, Doty RW.","Arch Ital Biol. 1976 Feb;114(1):23-48.","Sakakura H","Arch Ital Biol","1976","1976/02/01","","",""
