INDEX	TT?(Y/N/MB/NA)	MACAQUE?(Y/N/MB/NA)	TC_OR_CT?(Y/N/MB/NA)	RELEVANT?(Y/N/MB/NA)	REVIEW(Y/N)	READ_BY(A/D/R)	COMMENT	DOI	PMID	PMCID	FULL_TEXT_URL	PDF_URL	TITLE	ABSTRACT	KEYWORDS
10769									13436874.0	PMC1961861	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1961861/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1961861/pdf/brmedj03112-0018.pdf	Safety and Antigenic Potency Testing of Poliomyelitis Vaccine		
10770										PMC1779457	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1779457/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1779457/pdf/brjpharm00534-0003.pdf	Cumulative Index		
10772										PMC1088123	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1088123/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1088123/pdf/jnpsychiatry00013-0072.pdf	EPITOME OF CURRENT JOURNALS		
10773										PMC1275575	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1275575/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1275575/pdf/janat00417-0123.pdf	Author index		
10774										PMC496106	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC496106/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC496106/pdf/jnnpsyc00246-0057.pdf	Transection of the pituitary stalk in man: anatomical changes in the pituitary glands of 21 patients		
10775								10.2337/db13-1825-2160	23792720.0	PMC7042775	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7042775/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7042775/pdf/db13-1825-2160.pdf	Integrated Physiology/Obesity		
10776								10.1002/ana.410320224		PMC7159508	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7159508/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7159508/pdf/ANA-32-234.pdf	Abstracts: Poster session		
10778										PMC1088088	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1088088/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1088088/pdf/jnpsychiatry00018-0083.pdf	EPITOME OF CURRENT JOURNALS		
10779								10.1016/j.jneuroim.2010.08.001		PMC7119879	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7119879/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7119879/pdf/main.pdf	ISNI 2010 Abstracts		
10780								10.1016/b978-1-4160-6837-2.00009-9		PMC7332235	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7332235/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7332235/pdf/main.pdf	Zoonoses		
10781								10.1901/jeab.1967.10-s607		PMC1338398	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1338398/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1338398/pdf/jeabehav00159-0029.pdf	Reference Index		
10782									4881691.0	PMC1503381	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1503381/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1503381/pdf/califmed00030-0028.pdf	Gonadotropins: present concepts in the human.		
10784								10.1136/jnnp.32.5.404	5360048.0	PMC496549	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC496549/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC496549/pdf/jnnpsyc00227-0038.pdf	Perinatal telencephalic leucoencephalopathy.		
10785								10.1002/jcb.240440704		PMC7159138	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7159138/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7159138/pdf/JCB-44-41.pdf	Animal models of human viral diseases: Relevance to developmental therapeutics		
10786									17104808.0	PMC1252578	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1252578/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1252578/pdf/janat00519-0061.pdf	The projection of the cerebral cortex on the pons and cerebellum in the macaque monkey		
10790								10.1136/pgmj.25.279.3	18106595.0	PMC2529894	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2529894/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2529894/pdf/postmedj00602-0007.pdf	Recent Advances in Poliomyelitis		
10791									10204067.0	PMC1910404	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1910404/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1910404/pdf/brjpharm00064-0008.pdf	Proceedings of the British Pharmacological Society meeting. University of Southampton. 8-11 September 1998. Abstracts.		
10793										PMC1275574	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1275574/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1275574/pdf/janat00417-0071.pdf	Author index		
10794										PMC1090045	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1090045/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1090045/pdf/jnpsychiatry00002-0073.pdf	EPITOME OF CURRENT JOURNALS		
10798										PMC4669991			UEG Week 2015 Poster Presentations		
10801								10.1007/978-3-540-70995-4_2		PMC7122603	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7122603/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7122603/pdf/978-3-540-70995-4_Chapter_2.pdf	Cardiovascular Activity		
10803									17104510.0	PMC1249271	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1249271/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1249271/pdf/janat00538-0153.pdf	Proceedings of the Anatomical Society of Great Britain and Ireland; November 1933 - June 1934		
10804									13291869.0	PMC2603400	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2603400/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2603400/pdf/yjbm00310-0265.pdf	The Effects of Precentral Lesions on the Behavior of Monkeys ¶		
10811								10.1007/s13365-012-0101-6	22290500.0	PMC7094968	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7094968/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7094968/pdf/13365_2012_Article_101.pdf	ISNV Meeting Supplement		
10812									13251962.0	PMC1244760	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1244760/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1244760/pdf/janat00461-0042.pdf	Hypothalamic neurosecretion in the dog and cat; with particular reference to the identification of neurosecretory material with posterior lobe hormone		
10815								10.1080/13550280701739265		PMC7095058	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7095058/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7095058/pdf/13365_2011_Article_130100059.pdf	Poster Presentations		West Nile Virus; Long Terminal Repeat; Japanese Encephalitis Virus; Integrate Stress Response; Progressive Multifocal Leukoencephalopathy
10817								10.1016/j.jneuroim.2012.10.001		PMC7119873	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7119873/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7119873/pdf/main.pdf	ISNI 2012 Abstracts		
10818									17105112.0	PMC1244556	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1244556/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1244556/pdf/janat00446-0206.pdf	Proceedings of the Anatomical Society of Great Britain and Ireland; November 1958		
10820								10.1136/jcp.7.1.1	13143094.0	PMC1023688	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1023688/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1023688/pdf/jclinpath00026-0005.pdf	Acute Haemorrhagic Leuco-encephalitis		
10821									13460890.0	PMC1824407	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1824407/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1824407/pdf/canmedaj00765-0061.pdf	A Case of Narcolepsy-Cataplexy Syndrome *		
10822									17105107.0	PMC1244671	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1244671/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1244671/pdf/janat00466-0126.pdf	Proceedings of the Anatomical Society: November 1953; February 1954; April 1954; July 1954		
10823									13995954.0	PMC1244218	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1244218/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1244218/pdf/janat00427-0002.pdf	Studies on the forebrain of the mouse		
10825								10.1111/j.1476-5381.1981.tb11001.x	7260488.0	PMC2071593	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2071593/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2071593/pdf/brjpharm00648-0090.pdf	Proceedings of the British Pharmacological Society. 10th-12th September; 1980. Abstracts.		
10829									4625131.0	PMC2441261	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2441261/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2441261/pdf/tacca00110-0079.pdf	Growth hormone. Control of release and characteristics in plasma.		
10831				N		D		10.1017/s0022172400039073	13880383.0	PMC2134465	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2134465/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2134465/pdf/jhyg00130-0011.pdf	The virulence of strains of poliovirus for cynomolgus monkeys after subcutaneous injection		
10832								10.1111/febs.12919		PMC7163937	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7163937/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7163937/pdf/FEBS-281-65.pdf	Poster Sessions		
10834								10.1155/np.2001.157	11783444.0	PMC2565376	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2565376/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2565376/pdf/NP-08-157.pdf	"Abstracts of the Tenth Annual Meeting of the Israel Society for
Neurosciences"		
10835									17105138.0	PMC1244214	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1244214/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1244214/pdf/janat00428-0197.pdf	Proceedings of the Anatomical Society of Great Britain and Ireland. February 1963; Proceedings of the Anatomical Society of Australia and New Zealand. February 1963		
10836									17105027.0	PMC1272876	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1272876/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1272876/pdf/janat00491-0022.pdf	Organization of the dorsal columns of the spinal cord and their nuclei in the spider monkey*		
10837								10.1177/193371912011183s067		PMC7104552	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7104552/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7104552/pdf/43032_2011_Article_18030069.pdf	Scientific Abstracts		
10839										PMC1088099	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1088099/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1088099/pdf/jnpsychiatry00019-0087.pdf	EPITOME OF CURRENT JOURNALS		
10843										PMC1088213	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1088213/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1088213/pdf/jnpsychiatry00007-0051.pdf	EPITOME OF CURRENT JOURNALS		
10845								10.1111/j.1742-4658.2009.07046.x		PMC7164019	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7164019/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7164019/pdf/FEBS-276-5.pdf	Symposia		
10847										PMC1088110	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1088110/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1088110/pdf/jnpsychiatry00020-0086.pdf	EPITOME OF CURRENT JOURNALS		
10848										PMC1920112	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1920112/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1920112/pdf/brjpharm00255-0013.pdf	AUTHOR INDEX		
10850								10.1136/bmj.4.5629.471	4972750.0	PMC1912726	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1912726/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1912726/pdf/brmedj02111-0033.pdf	Experiment and neurological surgery.		
10852								10.1111/j.1742-4658.2011.08137.x		PMC7164111	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7164111/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7164111/pdf/FEBS-278-74.pdf	Poster Presentations		
10853								10.1002/glia.20915		PMC7165548	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7165548/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7165548/pdf/GLIA-57-S26.pdf	Posters		
10854										PMC1909989	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1909989/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1909989/pdf/brjpharm00198-0064.pdf	ORAL COMMUNICATIONS		
10855									14886848.0	PMC1822306	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1822306/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1822306/pdf/canmedaj00663-0023.pdf	Poliomyelitis in Ontario *		
10858								10.1002/art.38216	24085684.0	PMC7159716	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7159716/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7159716/pdf/ART-65-S1.pdf	2013 Annual Meeting Abstract Supplement		
10860									14353792.0	PMC1244720	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1244720/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1244720/pdf/janat00459-0010.pdf	Selective and histochemical staining of the otolithic membranes; cupulae and tectorial membrane of the inner ear		
10861									17104620.0	PMC1252789	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1252789/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1252789/pdf/janat00530-0120.pdf	The External Configuration of the Cerebral Hemispheres of the Chimpanzee1		
10863									13291849.0	PMC2603403	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2603403/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2603403/pdf/yjbm00310-0082.pdf	Motor Representation in the Frontal Sulci of the Cat ‡		
10864									17105108.0	PMC1244752	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1244752/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1244752/pdf/janat00462-0150.pdf	Proceedings of the Anatomical Society: November 1954; February 1955; April 1955		
10865								10.1186/2047-783x-15-s1-1		PMC3476935	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3476935/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3476935/pdf/2047-783X-15-S1-1.pdf	21st European Students' Conference. Promising medical scientists willing to look beyond		
10866									17103519.0	PMC1232057	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1232057/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1232057/pdf/janat00399-0171.pdf	Proceedings of the Anatomical Society of Great Britain and Ireland; July 1968		
10867								10.1002/jcb.240350806		PMC7166554	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7166554/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7166554/pdf/JCB-35-163.pdf	Molecular biology of the human brain		
10869										PMC522619	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC522619/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC522619/pdf/pnas00292-0004.pdf	Subject Index		
10870									17104828.0	PMC1252612	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1252612/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1252612/pdf/janat00521-0035.pdf	The connexions of the inferior colliculus and of the dorsal nucleus of the lateral lemniscus		
10871										PMC1088196	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1088196/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1088196/pdf/jnpsychiatry00012-0062.pdf	EPITOME OF CURRENT JOURNALS		
10872									6119302.0	PMC1167738	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1167738/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1167738/pdf/janat00221-0108.pdf	Joint proceedings of the Anatomical Society of Great Britain and Ireland and the Nederlandse Anatomen Vereniging. April 1981. Abstracts.		
10873									17105109.0	PMC1244874	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1244874/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1244874/pdf/janat00458-0120.pdf	Proceedings of the Anatomical Society: November 1955; February 1956; April 1956; June 1956		
10874								10.1177/193371912009163s167		PMC7104462	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7104462/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7104462/pdf/43032_2009_Article_1603067.pdf	Abstracts		
10875								10.1136/bmj.2.2533.121	20764585.0	PMC2319388	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2319388/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2319388/pdf/brmedj07918-0001.pdf	The Linacre Lecture ON THE FUNCTION OF THE SO-CALLED MOTOR AREA OF THE BRAIN		
10876										PMC2047920	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2047920/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2047920/pdf/brjexppathol00274-0022.pdf	Encephalo-Myelitis following Vaccination		
10878										PMC1088077	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1088077/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1088077/pdf/jnpsychiatry00017-0043.pdf	EPITOME OF CURRENT JOURNALS		
10879									14884566.0	PMC2599085	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2599085/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2599085/pdf/yjbm00332-0036.pdf	Acetylcholine and the Central Nervous System		
10880										PMC534772	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC534772/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC534772/pdf/pnas00626-0069.pdf	BIOLOGICAL SCIENCES		
10882								10.1007/bf02800976		PMC7102104	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102104/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102104/pdf/259_2007_Article_BF02800976.pdf	Abstracts		
10883								10.1177/1933719112442493		PMC7104549	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7104549/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7104549/pdf/43032_2012_Article_190300071.pdf	Scientific Abstracts		
10884										PMC1855307	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1855307/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1855307/pdf/brjpharm00289-0003.pdf	AUTHOR INDEX		
10885								10.1007/bf02428072	4067611.0	PMC7087691	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7087691/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7087691/pdf/415_2006_Article_BF02428072.pdf	Abstracts of XIIth World Congress of Neurology Hamburg September 1–6; 1985		
10886									13291842.0	PMC2603417	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2603417/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2603417/pdf/yjbm00310-0005.pdf	Bibliography of John Farquhar Fulton		
10888										PMC1915682	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1915682/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1915682/pdf/brjpharm00079-0025.pdf	POSTER COMMUNICATIONS		
10891									17105014.0	PMC1272674	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1272674/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1272674/pdf/janat00497-0056.pdf	Proceedings of the Anatomical Society of Great Britain and Ireland; 1943-45		
10892									17104626.0	PMC1252795	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1252795/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1252795/pdf/janat00530-0155.pdf	Proceedings of the Anatomical Society of Great Britain and Ireland; Novermber 1935 - June 1936		
10893									17104307.0	PMC1249185	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1249185/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1249185/pdf/janat00554-0056.pdf	The Arterial Supply of the Cerebral Cortex in the Chimpanzee (Anthropopithecus Troglodytes)		
10894								10.1016/j.jneuroim.2004.06.010	15470783.0	PMC7133983	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7133983/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7133983/pdf/main.pdf	Abstract book of the 7th ISNI Congress		
10895										PMC1853461	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1853461/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1853461/pdf/brjpharm00305-0145.pdf	POSTER COMMUNICATIONS		
10896										PMC1917260	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1917260/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1917260/pdf/brjpharm00310-0235.pdf	POSTER COMMUNICATIONS		
10897										PMC1858423	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1858423/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1858423/pdf/biophysj00813-0112.pdf	Thirteenth Annual Meeting February 26-March 1; 1969 Statler Hilton Hotel Los Angeles; California		
10900										PMC1583040	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1583040/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1583040/pdf/canmedaj00601-0083b.pdf	Abstracts from Current Literature		
10901										PMC1854332	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1854332/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1854332/pdf/brjpharm00266-0126.pdf	POSTER COMMUNICATIONS		
10903								10.1111/j.1600-6135.2004.0480b.x		PMC7159717	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7159717/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7159717/pdf/AJT-4-308.pdf	Abstracts 544 ‐ 1089		
10904								10.1155/1998/698239	10505081.0	PMC3850843	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3850843/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3850843/pdf/DM14-04-698239.pdf	Abstracts of the NIH-FDA Conference “Biomarkers and Surrogate Endpoints: Advancing Clinical Research and Applications”		
10906									17104676.0	PMC1252453	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1252453/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1252453/pdf/janat00526-0161.pdf	Proceedings of the Anatomical Society of Great Britain and Ireland; December 1936 - July 1937		
10907								10.1016/0959-4388(93)90158-u	8260834.0	PMC7111269	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7111269/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7111269/pdf/main.pdf	Bibliography of the current world literature		
10908								10.1007/bf00177741	7957360.0	PMC7102265	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102265/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102265/pdf/259_2004_Article_BF00177741.pdf	European Association of Nuclear Medicine Congress		
10910								10.1379/1466-1268(2007)12[e1:aftric]2.0.co;2		PMC1949331	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1949331/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1949331/pdf/i1466-1268-12-2-e1.pdf	Abstracts for the 3rd International Congress on Stress Responses in Biology and Medicine and the 2nd International Congress of Stress Research; 2007		
